title,price,img
7 in Android 11 Tablet,Kids Tablets,Tablet for Kids 1GB RAM 16GB ROM,$58.88,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71reI87+V4L._AC_UL320_.jpg
2 in 1 Tablet with Keyboard Mouse Stylus, 128GB Expand 64GB ROM 4GB RAM Android 11 Go Quad-Core 1.6Ghz HD IPS Screen Dual Camera GPS FM OTG Bluetooth Tablets,5G WiFi Version (Green),$138.66,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61IZNFCIP-L._AC_UL320_.jpg
10.36 inch Android Tablet, TCL TABMAX 10.4, 6GB + 256GB (up to 512GB), 8000mAh, FHD+ Display, WiFi Android 11 Tablet, Space Gray,$249.99,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71LTs+PanGL._AC_UL320_.jpg
SAMSUNG Galaxy Tab A7 Lite 8.7" 32GB WiFi Android Tablet w/ Long Lasting Battery, Compact, Slim Design, Sturdy Metal Frame, US VersonGray,$119.99,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/819hAP4xoGS._AC_UL320_.jpg
Lenovo IdeaPad 3 11 Chromebook Laptop, 11.6" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Chrome OS, Onyx Black,$109.00,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71XIwK5G75L._AC_UL320_.jpg
Acer Chromebook Spin 311 Convertible Laptop | Intel Celeron N4000 | 11.6" HD Touch Corning Gorilla Glass Display | 4GB LPDDR4 | 64GB eMMC | Intel 802.11ac Gigabit WiFi 5 | Chrome OS | CP311-2H-C7QD,$199.99,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71c5W9NxN5L._AC_UL320_.jpg
Samsung Galaxy Tab A8 Android Tablet, 10.5” LCD Screen, 32GB Storage, Long-Lasting Battery, Kids Content, Smart Switch, Expandable Memory, Dark Gray,$159.99,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61krikJxTmL._AC_UL320_.jpg
Acer Aspire 5 A515-46-R3UB | 15.6" Full HD IPS Display | AMD Ryzen 3 3350U Quad-Core Mobile Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Backlit KB | FPR | Amazon Alexa | Windows 11 Home in S mode,$369.99,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/7189iXimfWL._AC_UL320_.jpg
2022 Newest Lenovo Ideapad 3 Laptop, 15.6" HD Touchscreen, 11th Gen Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 256GB PCIe NVMe SSD, HDMI, Webcam, Wi-Fi 5, Bluetooth, Windows 11 Home, Almond,$390.00,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61QGMX0Qy6L._AC_UL320_.jpg
Apple iPad (2018 Model) with Wi-Fi only 32GB Apple 9.7in iPad - Space Gray (Renewed),$147.00,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61aeen0K1NL._AC_UL320_.jpg
